Customer ID,Interested in sustainable range,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
525719,1,F,65-74,0.8,3.3,1.6,2.7,3.9,82.9,2.3,2.6,0.5,0,26,41.2,14.7,29.3,3.4,0.8,2.3,44.1,47.9,17.7,55.9,3.1,1.5,16.5,17.5,52,89.4,68,59.5,18.2,15.4,8.3,18,41.8,11.9,27.7,12.2,10.4,0.9,0.4,10.9,1.3,37.4,4.1,94,3.5,2.2,0.3
525839,0,F,75+,1.45,4.25,2.68,3.13,7.54,71.96,1.99,1.26,1.51,0.08,18.81,38.31,35.15,26.31,4.51,1.19,2.74,42.21,46.71,22.86,57.61,4.51,3.12,18.09,20.01,53.66,88.75,71.2,55.22,18.08,13.74,11.5,15.61,42.56,13.65,29.98,13.08,11.84,3.5,0.71,13.81,2.31,41.17,3.44,87.08,5.92,5.92,1.09
525840,0,O,35-44,25.58,16.04,7.46,3.45,23.36,0.02,10.58,40.38,1.31,5.2,23.43,40.16,24.29,10.23,3.23,2.74,4.23,66.67,32.1,60.69,75.88,27.53,36.37,56.15,46.42,66.95,69.4,49.49,42.85,33.24,21.39,12.02,21.86,60.67,36.78,39.01,24.33,14.21,2.63,12.23,16.44,19.82,45.04,0.57,8.97,19.15,34.14,37.74
526120,0,F,75+,1.13,3.24,1.29,0.26,1.65,93.21,0.13,0.37,2.71,0.02,13.2,33.82,44.38,23.96,2.26,0.34,2.15,48.72,39.72,16.6,43.78,5.74,1.04,19.64,15.01,51.24,83.21,66.85,44.51,11.28,8.66,10.78,15.52,32.44,13.49,27.86,14.54,9.43,0.83,0.22,9.99,2.52,28.99,4.27,99.26,0.45,0.26,0.03
526194,1,F,45-54,5.7,7.7,8.5,17.1,37.8,0.2,12.9,10.5,0.1,1.4,21.4,39.7,36,24.4,7,3,3.9,43.5,54.9,45.5,69.4,10.2,16.2,31.1,33,69.1,87.8,72.1,55.8,31.5,26.5,16.7,16.3,57.2,16.7,34.1,19.5,17,2.3,6.1,19.7,4.4,54.9,1.3,15.5,33.5,42.5,8.5
526239,1,M,45-54,14.7,10.2,11.8,5.7,34.7,0.1,7.9,31,0.5,3.7,20.5,39.3,35.4,15.4,3.6,1.7,3.6,49.8,48.2,50.1,63.9,19.5,23.6,47.3,38.2,69.4,76.4,64.8,46.3,31.6,23.4,12.4,19.3,58.9,26.6,36.8,26.8,15.4,2.4,8.7,14.7,8,43.8,1.2,65.3,25.3,7.7,1.7
526306,0,M,18-24,12.27,13.86,9.73,4.42,34.28,0.64,7.29,19.22,12.45,4.96,9.15,28.35,59.61,19.92,4.96,2.11,6.13,29.13,68.27,47.9,64.12,18.89,21.82,47.17,36.97,64.65,70.88,49.79,34.81,20.37,15.33,17.85,25.15,54.13,28.76,36.34,26.21,15.68,10.34,5.87,16.57,14.44,50.57,0.8,77.83,12.04,7.56,2.57
526558,1,F,18-24,56.3,17.7,4.7,4.9,21.2,0,15.1,16.2,31.2,5.1,10.6,66.8,20.3,8.3,4.7,2.8,6.4,29.7,70.1,72.6,64.8,40.7,85.9,62.8,53.3,66,64,42.8,24,23.4,15.1,15.8,19.3,69.5,46.6,53.1,30.1,12.8,11.2,10.5,23.6,25.5,60.2,0.2,27.9,23.6,38,10.5
526755,0,M,55-64,7.16,9.4,11.26,4.51,28.43,15.98,4.39,16.88,6.97,4.2,14.5,37.88,43.3,20.08,3.45,0.87,4.73,36.07,60.61,39.15,60.42,15.29,12.84,40.6,28.96,61.76,81,59.55,44.31,22.39,17.14,13.34,20.32,50.24,22.81,33.7,22.48,15.72,4.3,4.05,14.98,8.69,44.15,1.27,68.41,11.56,15.89,4.13
526756,1,M,45-54,9.8,10.2,10.5,13.7,36.1,0.1,15.5,10.3,0.2,2.5,21.7,35.1,39.5,23.7,11,5.6,3,46.7,51.8,47.1,64.1,20.6,17.4,34,40.3,66.9,82.9,67.8,50.7,27,22.3,22.9,15.1,56,25.1,40.6,21.2,15.5,5.1,6,23.5,5.2,60.5,1,19.6,21.8,43,15.6
526766,1,F,45-54,5.7,8,7,15,34.1,0.1,17.9,13.2,0.1,1.7,30,41,25.6,23.6,7.9,2.9,2.6,46.9,51,43.7,70,8.5,13.2,31.8,33,66.9,86.4,73,57.7,32.6,25.6,18,14.9,61.1,18.4,34,20.2,15.7,1.7,5.8,18.9,4.5,56.9,1.6,36.4,23.7,31.7,8.2
526843,0,F,45-54,5.07,8.57,7.64,7.15,27.26,3.02,7.36,4.32,4.61,0.84,12.64,33.9,50.62,26.63,8.49,2.2,3.18,42.79,54.35,39.66,70.59,8.28,13.72,26.32,30.38,63.31,83.11,68.2,48.45,20.22,16.72,19.4,16.71,52.12,18.73,34.73,19.31,14.99,4.35,2.9,24.45,3.9,58.42,1.02,60.73,16.42,18.11,4.74
527032,1,F,45-54,7.7,12.9,6,10.5,29.3,0.1,17.5,17,0.2,3.2,33.4,37.4,20.8,22.2,6,5.8,2.5,59.8,34.6,43,67.9,10.6,15.1,32.1,34,59.7,80,63.5,53.5,29.6,22.3,14.5,18.2,55.1,19.5,34.7,17,14.8,1.6,7.8,22.8,8,54.7,3.2,18.1,17.5,31.7,32.6
527208,0,F,25-34,24.88,17.92,6.93,12.44,44.42,0.01,15.64,7.48,4.46,1.29,11.66,37.22,49.2,17.75,9.23,6.31,6.16,38.26,61.03,69.87,81.18,22.91,51.09,47.44,45.81,73.72,72.66,54.96,37.84,23.42,18.41,23.67,19.51,70.83,33.67,48.34,26.65,18.25,10.07,9.03,27.93,15.68,69.57,0.61,35.38,22.29,32.44,9.88
527380,0,O,55-64,6.82,7.19,9.56,3.53,27.13,3.59,6.7,18.01,2.15,3.48,20.1,38.08,37.1,17.09,3.85,0.76,4.05,44.39,52.47,39.14,58.94,15.38,17.93,43.64,29.78,65.21,86.14,71.26,54.56,34.46,26.32,14.32,14.76,52.2,29.74,32.65,24.54,13.7,2.55,3.85,9.42,5.19,42.91,1.51,62.92,14.83,15.81,6.44
527414,0,M,55-64,6,7.07,13.81,4.84,27.5,12.05,5.1,21.2,0.93,5.36,20,37.48,34.3,22.44,4.12,1.24,2.55,48.56,46.39,30.31,43.84,19.47,7.27,31.21,31.67,60.02,85.04,65.83,46.69,29.89,23.3,13.42,18.42,44.21,23.57,34.2,22.88,12.59,1.54,4.62,14.29,3.65,38.51,2.39,39.34,22.37,31.89,6.4
527427,1,F,55-64,2.7,4.7,3.4,7,19.8,4.9,15.6,10.2,0.6,1.9,28.2,37.1,24.4,26,6.8,1.7,3.5,41.7,52.5,28.5,59.1,5.4,6.3,20.8,27.2,63.3,89,69.5,56.4,29.3,22,13.5,16.3,50.4,13.7,30.1,18.2,12.3,1.4,2.9,13.7,1.9,45.8,2.8,79,12.5,7.3,1.2
527455,1,O,25-34,28.1,15,3,10,32,0,23.1,14.3,4.7,2.4,22.2,38.2,30.3,14,7,10.5,4.4,48.8,49.7,69,82.5,17.7,57.3,40.8,51.4,73.4,69.9,41.6,33.7,25.6,17.1,13.3,23.1,69.5,35.9,46.7,23.4,14.3,4,10.9,24.2,17.9,61.9,0.9,25.8,29.1,35.1,10
527461,1,O,18-24,34.7,15.9,0.8,4.4,10.4,0,20.3,5.4,36.6,3.4,17.3,64,15.5,9.9,5.9,4.7,4.9,44.3,55.4,70.9,80.4,12.9,83.9,52.9,48,69.4,70.8,53.8,33.9,21.3,13.5,17,17.1,72.7,31,48.5,24.1,12.4,6.8,6.2,21.2,22,66.6,0.2,48,36.4,13.1,2.5
527488,0,M,18-24,39.15,19.97,17.43,6.24,44.2,0.07,6.13,12.37,6.61,3.01,7.01,25.68,66.34,15.37,5.92,2.99,5.86,49.16,49.69,64.47,64.15,45.76,54.28,60.44,48.92,71.11,70.95,52.42,35.11,26.08,20.84,22.68,18.34,61.8,40.15,49.01,32.6,17.95,12.19,16.19,24.6,19.22,58.5,0.57,41.78,20.73,26.47,11.01
527610,1,F,18-24,34.6,15.9,2.1,6.6,17.9,0,18.3,5.2,35.4,1.8,11.3,67,20.5,9.4,8.8,3.2,7.6,32.1,67.7,71.4,80.2,17.6,84.4,55.7,45.7,69.1,74.6,59.2,37.4,23.2,15.5,16.8,15.3,72.5,31.4,48.3,25.5,14.1,11.1,6.6,22.2,18.8,70.1,0.2,30.9,24.5,34.6,10
527748,1,M,25-34,24.6,13.7,2.3,8.2,32.6,0,22.9,13.5,5.3,2.7,17.4,45.2,28.3,13.7,6.8,7.9,3.2,58.9,38.8,69,82.9,18.1,57.6,44,48.8,73.4,69.2,43.1,32.8,29.6,22.1,16.8,21.5,70.2,33.7,46.8,24.6,14,3.6,10.7,22.1,14.1,65.1,1.7,35.4,27.4,27.8,9.4
528036,0,F,35-44,13.06,18.38,11.92,9.89,34.02,0.8,9.41,3.58,4.95,1.8,8.72,19.93,69.52,29.16,12.12,4.91,3.52,47.6,50.92,45.96,72.74,21.65,20.93,30.81,42.01,65.09,69.52,52.51,36.13,14.39,13.8,27.69,23.35,54.08,27.12,45.36,19.77,13.43,12.23,7.71,35.44,9.46,63.3,0.48,55.65,17.66,21.08,5.62
528283,1,F,35-44,21.7,10.8,4.1,10.3,26.3,0,22,18.4,1.6,3,26,41.9,19.9,14.9,5.2,5.1,2.9,60.9,36.6,55.2,77.8,11.7,40.4,41.9,49.3,65.5,78.7,59.4,46.8,34.2,24.6,16.7,20.3,66.9,29.5,39.8,18.9,13.2,1.8,9.4,16.6,10.7,56.9,1.2,8.3,17.2,31.7,42.8
528288,0,F,35-44,19.07,12.57,5.86,9.87,35.52,0.01,20.05,15.57,1.45,2,21.16,39.72,31.56,16.28,8.13,4.75,2.88,59.05,39.42,57.73,77.98,16.18,37.76,36.76,46.02,71.6,78.11,53.61,43.57,31.07,22.29,16.95,20.42,66.36,30.86,40.68,22.02,15.3,2.1,8.63,25.47,10.7,60.19,0.98,21.57,25.56,37.4,15.47
528299,0,F,25-34,9.24,10.64,5.67,13.88,40.72,0.05,13.91,8.9,2.92,2.09,6.36,34.63,56.6,26.34,11.87,5.79,5.73,37.71,60.3,52.62,75.67,13.72,26.82,30.27,37.67,68.54,68.65,49.72,30.88,16.91,16.43,23.13,21.15,56.93,23.66,39.04,25.11,16.05,7.69,7.07,34.16,5.18,67.35,1.23,62.77,21.15,12.09,3.99
528569,0,M,18-24,22,31.18,15.26,5.28,28.89,1.7,5.46,17.24,19.51,4.46,9.13,37.37,48.33,18.43,3.98,2.58,5.11,37.33,61.53,53.84,70.88,44.93,24.79,50.75,41.54,61.53,53.12,42.53,29.35,16.95,13.03,14.83,30.91,56.87,34.7,46.86,25.94,18.64,21.69,5.83,30.6,23.9,51.15,0.75,64.42,12.95,18.08,4.55
528667,0,F,45-54,9.1,11.64,8.63,11.78,37.99,0.15,14.49,6.85,1.77,1.51,17.64,42.06,37.7,20.67,7.8,3.49,3.38,44.84,53.4,52.95,74.67,15.21,22.8,37.29,35.63,70.75,81.24,69.72,47.78,28.09,23.8,21.28,16.5,63.22,21.59,39.75,21.86,16.99,2.96,8.9,21.41,7.05,61.19,1.34,27.49,20.68,38.84,12.99
528777,0,M,35-44,13.33,14.75,9.71,5.75,31.33,0.21,8.51,28.22,1.68,6.11,14.96,35.72,44.46,16.69,3.54,2.07,6.33,50.4,47.73,49.25,70.64,20.88,21.5,47.63,38.84,62.28,70.76,53.67,41.26,25.53,18.33,14.35,21.86,53.6,28,35.86,25.8,15.89,5.9,6.44,19.77,12.21,45.44,0.71,48.44,21.96,19.81,9.78
528807,1,O,65-74,0.8,3.7,1.9,1.9,5.8,81.6,2,1.1,0.8,0,19.7,35.9,35.5,31.1,4.9,1,2.5,45,49.8,17.9,57.5,3.2,1.5,16.2,17.7,54.7,90.8,73.8,56.8,20.3,15.2,14.7,14.5,38.1,10.7,27.7,13.8,13.2,1.1,0.4,13.7,1.2,46.3,2.1,95.4,2.9,1.6,0.2
528883,0,F,35-44,16.65,14.59,9.63,11.05,45.47,0.04,11.12,6.72,3.37,0.95,10.64,37.12,51.05,17.8,9.72,3.57,7.71,29.74,70.01,60.09,77.86,17.44,40.7,46.08,40.58,72.78,81.48,70.82,50.03,32.37,22.75,22.87,14.56,64.03,25.13,42.51,24.06,19.04,7.27,5.83,23.71,10.29,67.45,0.16,27.66,27.97,35.76,8.61
528914,0,M,25-34,26.45,45.51,2.45,4.43,14.84,0.01,15.39,7.1,34.01,1.72,10.42,40.06,42.06,20.41,6.93,7.47,6.53,25.07,74.59,69.19,86.83,21.64,48.88,55.34,47.32,67.78,46.28,38.86,27.43,14.7,11.45,21.55,31.26,80.58,35.5,47.61,21.1,15.1,12.46,5.18,32.11,39.43,74.67,0.19,74.54,14.18,8.22,3.06
529111,0,F,75+,3.66,4,3.75,3.72,13.39,22.37,3.67,39.1,2.11,8,22.04,43.91,10.79,16.18,2.07,1.38,2.09,47.39,28.1,28.09,49.08,8.28,7.61,32.07,24.16,49.36,72.26,43.49,36.74,24.16,15.67,5.96,22.84,45.75,21.26,31.03,15.68,8.36,0.87,4.7,11.24,3.96,33.59,4.73,82.79,11.34,4.81,1.07
529183,0,M,25-34,10.25,10.39,4.16,8.93,25.95,0.03,25.74,14.6,0.9,3.1,29.54,36.45,24.54,19.97,6.88,3.84,4.87,42.49,56.66,53.64,80.98,13.58,26.4,35.95,40.91,63.09,83.5,66.71,50.86,31.12,20.5,18.47,17.47,64.33,25.24,37.4,19.1,14.05,4.95,5.62,15.42,9.89,58.17,0.36,24.79,31.38,30.32,13.5
529244,1,M,25-34,28.3,14.6,3.7,9.7,33.1,0,26.9,11.7,4.4,2,19.9,38,35.6,15.7,9.7,5.9,5,34.7,64.1,67.3,83,21.4,57.7,44,48.9,71.1,70.4,49.6,37.8,24,16.1,18.3,20.4,73,35.5,46.8,24,15,7.1,8,22.8,13.9,66.6,0.8,40,26,26.8,7.3
529311,0,M,65-74,6.2,4.68,4.53,2.62,14.86,10.46,7.97,25.16,3.97,7.5,31.35,37.9,14.25,14.03,2.74,0.91,3.05,46.78,41.35,34.7,57.03,10.13,16.94,39.31,29.4,56.88,83.37,63.37,50.62,31.6,19.54,9.15,16.38,53.07,32.48,31.75,19.36,9.98,1.78,4.15,6.9,4.91,36.28,2.33,72.88,14.14,10.1,2.88
529376,0,F,55-64,3.09,7.29,8.89,2.92,17.96,37.89,3.86,17.6,2.92,2.51,20.79,36.17,34.52,22.66,3.54,0.91,3.65,31.68,64.77,29.7,54.97,11.1,4.23,32.92,24.57,57.95,71.83,55.23,42.15,20.1,13.86,13.36,22.56,46.05,19.27,30.45,17.1,9.69,6.35,3.03,12.53,4.58,36.75,0.65,82.22,9.6,6.92,1.26
529745,0,M,45-54,7.63,6.23,3.37,11.19,24.74,0.07,20.39,23.48,0.09,3.41,38.03,39.04,11.73,19.9,6.95,4.3,1.75,54.66,40.04,42.26,68.39,8.58,18.4,28.82,35.94,59.23,85.27,55.13,52.97,33.42,23.35,11.81,15.55,59.29,19.48,33.62,16.52,12.21,0.69,6.86,16.8,4.52,52.29,2.06,30.05,25.73,28.11,16.1
529765,1,F,45-54,7.2,6.3,6.4,4.6,26.7,0.1,10.8,41,0.1,5,27.9,43,18.1,16.5,3.1,1.9,2.7,56.8,39.3,44.4,61.1,13.9,16.5,41.9,35.2,65.3,81.7,67,48.7,39.7,28.8,11.7,18.3,55.9,22.7,31.5,23.5,13.9,1.5,7.3,9.2,5.7,40.8,2.5,41.1,28.3,24,6.7
529907,1,M,35-44,19.1,17.2,6.2,8.1,25.9,0,13.8,12.3,12.6,1.6,12.2,51.3,29.1,18.7,8.5,6.8,2.5,55.8,42.8,56.7,76.6,18.1,33.9,41.8,44.3,66,65.7,51.5,38.4,25.6,21.1,17.4,21.1,72.6,29.5,42.3,20.6,15.1,2,10,29.9,8.7,67.4,0.9,19.4,14.6,37.7,28.2
529965,1,F,65-74,1.1,3,2.9,1.4,5.4,80,1.5,7.6,0.6,0.1,25.9,38.5,18.3,21.4,1.6,0.4,2.8,43.9,49.4,17.8,43.7,5,1.4,29,17.8,51.1,88.6,70.5,59.7,28.4,17.7,7.6,17.1,38.3,13.7,24.9,15.9,11.7,0.9,0.6,5.9,1.7,26.9,3.2,94.9,3.5,1.5,0.1
529991,1,M,45-54,18.7,11.9,22.3,6.7,49,0.1,3.7,9,0.6,3.9,6,21.5,71.7,24.4,8.1,2.4,3.9,55,41.9,44.5,54.1,26.3,21.4,44.1,44.2,58.9,75.4,59.4,38.1,21.6,20.9,31.3,19.3,47.1,31.9,38.6,29.3,19,6.2,4.6,29.8,5.3,57.6,1.2,54.4,21.7,16.3,7.5
529996,1,F,55-64,2.3,9.9,2.9,6.3,15.5,5.4,12.6,8.9,0.5,2.7,32.3,35.5,19.3,27,5,2.1,2.5,49.3,45.5,28.8,59.5,6.3,6.2,24.3,25,61.1,87.9,70.5,58.2,27.3,19.9,12.8,16.8,49.8,12.6,27.9,15.6,12.4,1.2,2.4,12.7,6.1,45.7,2.3,78.4,10.5,8.9,2.2
530172,1,F,55-64,6,26.2,13.1,3.6,21.1,8.4,7.4,24,1.1,9.1,23.7,24.4,39.4,24.6,3.9,1.6,2.1,60.3,36.8,30.5,45.7,20.7,6.7,33.5,32,60.5,43.1,47.3,37.3,22.2,16.4,10.3,30.5,46.5,23.6,34.1,20,11.4,2.1,5.3,28.6,6,32.6,1,71,16,11.2,1.8
530297,1,M,18-24,12.2,15.7,8,8,22.6,0.1,15.7,7.8,8.4,1.3,13.1,41.7,42.4,27.3,9.4,1.8,4.1,30.1,67.3,52.9,76.4,13.1,28.5,34.3,35.4,67.5,73,55.9,42.5,12.8,15.7,22.8,28,65.8,24.4,42.9,22.9,15.3,3.2,3.3,35.2,8.7,64.9,1.4,76.6,10.2,10.5,2.7
530415,0,M,18-24,25.84,20.19,2.92,4.75,15.82,0.04,11.97,2.28,45.45,0.85,4.77,47.49,46.62,18.64,11.91,4.75,5.41,35.52,60.37,66.52,78.25,15.97,63.75,47.39,41.86,67.7,65.72,57.26,33.35,18.33,17.02,21.15,18.77,73.23,30.64,47.1,26.04,12.47,12.73,6.63,34.34,12.53,75.98,1.36,72.86,12.01,10.49,4.64
530446,0,M,55-64,3.71,6.98,4.16,7.17,18,7.45,10.92,6.12,1.32,1.05,26.76,40.86,25.98,24.32,6,1.92,2.89,49.93,45.05,35.47,67.01,7.19,8.05,27.33,27.56,62.39,87.75,72.12,57.69,31.26,24.82,12.69,14.51,53.58,16.86,33.14,17.64,10.09,1.98,3.75,13.35,4.59,50.4,2.88,74.73,11,11.21,3.06
530485,0,O,55-64,9.45,6.61,4.22,3.52,15.08,1.74,9.23,33.03,4.36,12.68,28.15,41.34,14.29,14.81,2.67,1.25,4.07,39.16,54.59,42.48,61.62,14.85,17.81,44.96,32.67,61.88,79.34,57.43,45.33,31.21,19.4,9.95,18.31,56.48,24.72,34.15,19.36,11.22,3.15,6.45,9.06,7.31,41.2,1.38,53.93,19.77,18.4,7.91
530627,1,M,45-54,5.7,6.6,5.6,12.3,27.3,0.1,23.3,15.9,0.1,2.5,34.2,39.4,20.6,23.5,7.8,3.1,3.4,46.3,51.6,44.9,70.6,7.8,14.1,31.8,34.7,66.8,86.5,72,58.4,35.2,29.1,14,15.2,60.1,18.4,34.6,19.6,11.3,1.7,9.1,14.2,4.5,54.6,1.3,35.3,32.5,26.6,5.5
530738,1,F,25-34,38.7,20.2,13.6,6,46.4,0,6.2,17.6,5,2,8.4,30.8,58.9,16,4,2.4,9.6,36.8,62.6,70.3,74.7,41.7,51.8,58.2,43.4,74.6,66,53.2,31.1,25.5,20.5,19.3,22.4,63.7,37,48,31.1,17.9,12.9,12.9,25.4,20,60,0.6,47.3,20.9,25.3,6.5
530754,0,F,75+,4.9,7.58,6.54,3.53,14.88,22.51,6.71,21.24,3.61,5.21,29.96,37.79,15.88,17.97,2.7,0.8,3.27,49.7,36.84,32.53,52.29,13.28,6.53,35.39,24.37,56.42,68.42,62.15,47.49,28.84,19.25,8.29,18.1,49.17,21.13,32.58,17.86,9.54,2.29,3.44,11.06,3.46,33.08,4.72,75.66,11.57,9.81,2.96
530895,1,M,18-24,44.4,29.7,3.1,8.2,18.8,0,18.5,3.1,35.6,2.2,8.1,52.6,38.3,12.3,10.5,7.1,5.6,38.7,61,72.9,73.1,29.5,85.5,53.7,51.3,69.1,55.1,42.8,25.4,16.3,12.6,21,19.8,70.9,37.3,55.6,25.8,15.2,18.5,13.2,42.4,25.1,72.4,0.2,50.5,28,18.5,3.1
530912,1,M,18-24,34.6,16.2,0.9,3.7,11.8,0,22,7.2,35.1,3.7,20.1,64.9,10.8,10.3,5.8,6.9,4.2,37.4,62.3,69.8,80.2,14.9,82.6,50.4,47.4,61,67.8,44.5,30.6,22.7,13.6,18.4,21,73.3,32.5,48.3,22.4,13.1,5.7,8.1,25.3,22.1,67.6,0.2,47.2,32.5,16.4,3.8
530920,0,O,25-34,13.08,29.75,6.92,8.64,23.11,0.18,20.85,9.29,2.35,3,22.86,20.01,51.28,22.64,10.41,6.36,3.51,51.82,46.19,52.94,73.83,28.28,24.89,38.64,43.16,62.46,43.18,42.88,36.85,19.2,13.67,16.9,22.3,62.38,32.21,46.43,18.3,10.24,12.5,10.86,31.09,10.92,53.69,0.35,58.52,23.16,14.88,3.43
530976,0,F,55-64,1.93,4.39,3.47,7.29,24.22,6.41,12.03,12.48,0.41,1.47,22.25,38.33,31.44,26.42,7.35,2.49,2.56,49.84,47.44,29.33,60.84,6.15,6.39,22.45,25.83,62.22,88.66,69.83,55.77,36.7,26.98,13.12,13.42,48.16,12.57,27.78,19.5,12.09,1.28,5.02,11.24,1.74,47.68,1.79,25.62,30.89,35.79,7.7
530994,1,F,65-74,0.7,10.1,0.6,0.6,1.4,83.3,0.5,0.3,12.7,0,7,48,35.5,38.1,5.3,1,1.6,47.3,31.2,16,52.5,3.4,1.2,21,17,47.3,84.4,71.7,54.7,20.6,19.1,11.4,20.1,50.2,13.3,29.3,14.6,11.7,0.9,0.1,15.7,2.5,56.5,9,97.8,1.4,0.5,0.2
531045,0,M,25-34,24.74,14.36,3.8,13.26,41.16,0.01,14.59,11.14,5.38,1.76,8.65,42.05,45.6,17.62,8.87,8.66,4.29,54.32,44.48,67.76,82.7,23.92,57.38,41.48,47.4,71.33,67.51,47.18,30.05,24.4,19.48,18.36,18.37,68.74,35.5,47.57,27.21,13.88,8.73,8.51,27.52,11.83,69.43,1.01,22.58,24.12,39.18,14.13
531116,1,F,25-34,29.7,20,4.2,11.4,42.6,0,17.4,7.7,5,1.5,14,35.2,48.2,14.7,7.2,6.2,6.5,47.3,52.3,72.3,85.3,23.1,52.6,49.1,48.5,72.5,75.8,51.1,39.7,29.6,21.4,19.8,17.7,69.6,33.7,49.1,27.2,16.5,9.3,8.8,24.1,21.6,65.7,0.4,31.4,28.3,31.8,8.6
531298,0,M,55-64,2.57,5.64,2.72,6.26,17.88,3.26,17.63,11.41,0.44,2.87,33.37,33.85,17.06,24.75,5.72,2.33,2.35,50.57,39.82,25.84,59,5.62,6.24,20,27.48,58.83,88.23,68.75,56.56,29.76,20.56,12.58,17.07,50.96,14.73,29.57,16.76,10.6,1.09,2.56,12.24,2.75,43,3.61,79.76,12.47,6.58,1.18
531345,0,M,45-54,5.14,13.51,4.54,7.05,19.9,7.55,8.03,7.3,2.63,1.6,15.42,27.8,52.11,23.43,5.56,6.01,3.63,66.36,29.98,38.15,65.84,9.35,11.41,29.84,28.98,65.22,83.02,51.98,50.29,20.99,15.43,13.19,17.54,48.39,16.58,34.29,18.25,15.76,4.34,8.68,26.76,9.99,52.67,1.37,43.15,17.58,26.79,12.48
531473,0,F,75+,1.5,2.6,2.81,1.03,4.91,78.76,1.31,8.52,1.16,0.39,26.84,33.59,13.85,17.97,2.09,0.76,1.54,35.41,20.62,12.96,28.73,3.69,1.73,24.89,15.29,29.95,81.48,59.51,48.41,18.6,11.71,5.6,18.72,37.18,18.68,27.64,10.12,5.83,0.74,1.11,6.12,2.25,25.27,4.67,88.15,6.32,4.13,1.4
531602,0,M,65-74,1.35,2.53,2.88,0.94,5.28,82.16,1.05,6.18,0.93,0.07,21.74,41.14,22.31,20.54,2.29,0.38,2.98,48.62,44.44,17.7,45.23,6.06,1.5,26.41,18.16,52.84,88.99,70.65,56.86,29,18.05,8.08,13.61,36.95,15.13,26.68,17.34,10.5,0.89,0.6,6.9,1.04,30.91,2.55,37.77,26.41,29.68,6.14
531695,1,F,55-64,2.3,5.2,4.6,8.1,23.7,5.5,13.6,8.5,0.6,1.5,26.5,34.4,31.3,30.8,9.1,2,1.9,58.1,36.8,29.3,59.8,6.9,5.1,18.9,24.6,61.8,87.8,67.2,55.2,27.3,22.1,15.1,14.6,47.6,13.7,30,18.3,11.3,1.4,3.4,16.4,1.7,48.9,3.5,73.7,14.7,9.8,1.8
531792,1,F,35-44,26.4,23.5,12.1,13.7,43.8,0,12,5.6,2.2,1.5,9.3,31,57.8,20.5,11.7,7,4.5,43.2,55.5,61.2,72.6,25.5,40.3,43.8,52.8,71.6,73.2,55,38.8,23.5,21.3,29.1,18.8,63,36.7,47.3,25.9,18,7.6,7.6,35.3,17.6,68.1,0.9,32.8,26.7,30.7,9.8
531815,0,F,45-54,4.29,7.27,7.98,7.28,28.31,5.38,5.96,2.79,3.68,0.37,12.11,36.51,49.28,27,9.51,1.8,3.06,45.57,51.38,37.73,69.19,8.91,9.15,25.04,27.93,65.26,86.6,68.43,49.97,24.57,21.98,20.55,14.48,49.09,16.24,34.53,19.98,14.42,4.46,3.21,21.9,2.93,58.14,2,63.23,13.16,17.59,6.02
532047,0,O,55-64,9.7,7.62,4.83,3.07,15.63,11.26,7.55,25.04,5.62,7.54,29.14,40.72,14.81,14.64,2.55,1.31,2.99,49.73,38.15,33.75,58.52,10.4,11.61,36.81,30.99,51.86,71.62,49.57,43.13,28.59,17.19,9.7,22.21,53.08,24.74,33.58,18.37,10.87,1.22,4.61,16.17,5.6,37.03,2.8,54.13,15.38,18.84,11.65
532071,0,F,45-54,7.73,8.09,12.87,4.59,32.46,1.86,5.93,27.26,1.69,4.02,18.42,40.36,37.43,19.6,4.68,1.24,4.42,36.59,61.46,43.9,61.23,19.61,13.12,42.74,30.96,64.86,78.31,59.09,47.78,29.82,23.05,14.49,18.42,55.8,24.05,34.84,26.31,14.81,4.57,5.8,15.31,4.62,43.73,1.02,51.12,18.95,23.93,6
