Customer ID,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
449131,M,55-64,4.21,5.4,7.86,3.89,19.86,21.06,4.33,29.31,2.85,3.23,14.34,47.82,27.98,22.28,3.74,0.78,3.94,36.07,59.67,34.74,56.65,14.04,8.36,32.05,26.42,61.16,77.59,50,41.63,24.26,21.45,9.06,23.26,49,20.56,33.41,23.34,12.69,3.19,3.7,14.36,3.1,39.01,2.76,71.42,12.83,13.59,2.15
233716,F,35-44,29.72,18.57,3.71,11.64,22.69,0.03,17.9,8.66,10.87,5.19,16.91,38.68,37.53,18.21,7.09,7.32,2.58,61.05,30,55.24,67.66,21.28,50.6,42.02,48.56,59,68.16,42.29,31.88,18.2,15.21,19.39,21.98,64.74,35.7,48.02,20.42,12.58,3.48,8.86,28.4,17.75,64.98,2.21,54,18.92,16.1,10.98
998023,M,55-64,7.79,6,7.45,5.3,20.59,8.95,6.23,28.91,5,7.42,22.31,44.34,22.96,17.85,3.06,0.94,3.57,38.88,53.98,39.51,58.56,14.71,13.91,38.23,29.95,60.75,79.67,59.46,43.56,27.63,18.78,9.25,17.67,53.59,23.61,33.84,20,11.68,1.92,5.82,11.88,5.03,40.75,2.07,73.27,12.47,11.49,2.77
749211,F,25-34,38.73,13.75,11.08,6.1,41.76,0.02,8.96,22.23,4.24,2.34,13.71,40.15,42.24,12.8,3.86,2.06,6.66,48.7,50.48,69.92,74.53,36.92,52.37,58.41,45.6,72.78,70.82,57.78,34.02,30.8,23.41,16.46,20.65,66.85,39.82,46.92,29.27,15.37,7.45,14.59,15.8,15.52,57.43,0.74,28.31,23.72,34.95,13.03
257570,M,55-64,3.39,5.65,11.85,5.1,28.46,13.93,5.05,24.63,0.71,3.47,19.85,38.7,36.97,24.49,4.36,0.7,2.88,43,54.01,28,51.81,9.11,4.84,31.32,25.28,60.88,82.94,68.96,51.96,27.07,22.18,12.7,18.22,47.76,17.19,28.38,24.32,13.18,1.34,4.23,14.38,2.16,39.15,1.73,79.12,11.05,8.72,1.11
456704,F,75+,1.13,5.55,1.31,1.9,5.36,72.47,1.7,0.91,1.81,0.09,20.03,35.26,30.61,27.57,3.74,1.45,1.73,46.07,27.78,17.34,48.38,3.06,2.01,15.16,17.32,47.18,86.95,61.78,47.7,17.83,12.85,11.93,16.88,39.34,12.69,29.64,11.92,9.33,2.27,0.47,13.59,3.51,40.14,5.92,89.36,5.52,3.91,1.2
890890,F,65-74,2.6,4.06,7.98,3.4,14.99,47.68,4,17.01,1.14,0.92,24,41.78,24.06,22.66,2.72,0.47,2.98,37.72,48.4,23.7,49.09,7.18,3.15,28.56,21.43,53.14,84.1,65.69,49.72,23.54,18.01,10.53,20.67,46.17,17.64,30.39,17.74,11.58,0.91,2.79,11.99,2.33,35.5,4.11,73.64,16.87,7.81,1.68
34324,M,65-74,2.79,3.18,2.4,2.39,7.68,53.56,4.09,18.93,1.34,2.33,30.95,32.63,9.34,15.93,1.66,0.82,1.64,53.18,23.77,23.98,45.51,6.94,4.4,30.75,21.67,48.7,82.72,50.35,48.36,30.79,18.15,6.31,19.2,45.32,18.85,29.2,13.2,7.74,0.66,3.32,6.86,2.97,26.62,4.98,96.82,1.95,1.01,0.21
896322,M,35-44,30.36,43.98,5.51,7.91,25.85,0.01,19.26,5.73,9.56,3.39,12.97,33.5,48.47,16.32,9.03,17.1,2.73,71.45,26.75,64.7,73.48,28.13,53.93,41.95,51.4,70.64,48.21,33.21,29.51,17.06,12.63,20.65,25.13,61.39,37.38,50.04,22.11,16.12,4.3,9.28,57.34,30.53,64.55,0.9,15.21,23.39,40.96,20.44
402288,F,35-44,9.65,15.15,9.74,10.12,39.33,0.76,6.93,4.72,5.14,0.74,9.41,35.21,54.11,20,6.68,3.11,6.55,40.45,59.03,48.39,71.95,11.99,22.66,39.9,35.09,69.22,82.72,72.88,51.31,28.55,21.29,19.33,15.78,56.82,20.16,37.65,23.53,19.61,8.13,4.98,22.9,9.55,61.02,0.34,38.8,23.7,31.19,6.32
752732,M,55-64,3.9,6.12,7.29,4.37,21.31,11.68,7.86,36.56,0.48,5.12,28.26,36.01,24.74,19.96,3.39,0.73,2.67,49.57,45.36,30.29,49.39,9.58,6.1,34.68,26.96,62.57,78.83,61.52,53.58,31.03,21.31,7.85,20.31,48.65,17.19,29.06,23.09,12.95,1.23,4.59,10.21,2.75,31.27,2.57,78.73,12.56,7.25,1.46
304357,M,18-24,5.98,8.66,6.57,6.7,26.17,3.26,5.12,2,10.81,0.39,7.72,34.59,56.3,22.93,9.55,2.27,3.56,47.99,49.04,42.62,71.15,11.02,23.44,28.88,29.43,66.24,85.36,72.36,47.79,24.35,20.24,20.45,13.07,53.57,26.86,36.96,21.7,15.56,4.32,3.06,23.67,3.8,62.94,1.56,75.5,9.47,11.08,3.95
377318,F,55-64,5.11,6.77,5.94,10.93,28.69,1.73,12.94,9.3,2.05,1.48,21.63,42.32,30.45,23.45,6.71,3.46,2.74,48.02,47,42.31,69.45,10.21,13.15,26.5,30.25,63.59,84.3,63.12,46.16,25.66,18.38,17.08,16.4,55.52,19.93,36.55,18.86,13.81,2.1,5.82,19.64,4.37,55,2.19,62.45,16.36,16.83,4.36
919938,M,55-64,2.85,4.81,11.64,3.72,28.85,9.65,6.26,27.89,0.51,4.2,23.76,37.61,32.58,23.72,3.96,0.78,3.52,37.31,59.23,29.36,48.75,11.39,4.8,34.13,24.69,60.73,87.03,72.59,54.71,31.66,23.35,15.05,18.24,46.89,15.78,27.06,24.02,14.34,1.84,4.08,8.83,2.52,37.63,1.95,49.61,21.75,23.71,4.94
304352,M,18-24,14.73,46.81,7.88,4.18,23.61,1.07,3.9,24.66,23.01,7.77,7.74,30.59,57.65,21.32,1.89,3.54,5.93,39.87,53.33,47.18,62.68,24.58,25.21,58.48,35.95,64.82,63.29,40.21,34.9,15.81,11.68,13.61,32.62,54.53,30.09,40.35,25.84,22,7.87,5.38,28.42,61.19,50.91,1.32,82.32,9.99,6.04,1.66
170888,M,55-64,5.95,6.11,4.29,7.17,19.96,1.19,19.42,12.77,0.62,2.02,35.38,39.48,16.39,20.93,6.45,1.97,2.22,45.4,48.16,34.46,67.25,6.94,10.63,30.57,31.11,56.79,85.94,74.33,60.34,31.1,21.89,16.09,16.59,59.46,18.31,33.54,17.51,13.1,1.82,3.8,13.2,3.2,51.62,2.68,42.1,24.36,24.36,9.18
830518,O,75+,7.8,6.01,2.6,1.55,10.78,4.19,8.63,19.8,13.17,12.16,29.41,34.21,14.48,13.3,2.7,1.35,3.3,46.89,35.72,34.23,55.88,11.01,21.87,39.04,28.87,53.83,76.53,52.37,43.32,26.02,15.18,10.58,20.35,54.13,37.53,33.79,17.78,9.03,2.76,2.89,9.9,6.57,38.55,2.07,80.15,11.05,6.63,2.16
132429,M,55-64,3.54,6.79,3.94,7.96,14.69,10.73,11.01,12.38,1.82,2.02,27.4,41.92,18.66,28.06,6.9,2.06,2.16,41.17,51.79,25.27,63.33,5.7,5.85,21.98,27.3,50.06,77.21,63.54,49.52,21.04,15.77,13.02,20.58,56.47,17.11,30.96,13.44,8.61,1.5,2.54,17.94,2.66,51.43,1.61,87.88,6.18,4.51,1.43
626472,M,55-64,7.49,7.28,10.43,3.93,26.4,3.13,6.43,26.58,4.49,6.11,22.3,44.78,25.38,16.43,3.22,1.47,2.96,46.3,48.43,42.03,59.9,16.89,13.06,42.49,30.49,62.23,75.56,66.74,45.79,32.37,21.46,12.97,17.42,55.3,24.3,34.8,22.99,12.69,2.82,6.86,11.65,4.36,41.92,1.8,58.72,15.6,17.49,8.19
437528,F,75+,4.18,4.83,5.81,3.31,17.56,32.74,4.25,18.47,6.29,3.17,14.49,44.97,30.53,19.98,3.04,0.99,2.93,44.35,43.39,32.62,55,11.56,8.55,32.86,25.82,56.56,79.77,61.08,41.63,27.04,19.63,10.34,17.52,47.39,21.19,31.97,20.75,11.27,2,3.36,11.16,3.37,38.9,4.12,79.14,11.5,7.82,1.54
695286,F,18-24,26.18,24.23,3.33,9.37,28.13,0.04,15.54,3.94,18.86,1.79,10.79,45.05,42.37,15.25,7.89,5.35,3.88,47.16,50.6,65.34,78.73,16.26,61.06,44.33,44.43,71.51,71.44,49.25,37.05,19.2,15.82,17.81,17.92,69.1,29.86,46.84,25.17,15.19,4.53,5.01,33.36,22.79,65.23,1.16,61.64,16.04,17.46,4.86
622117,F,65-74,5.43,6,7.81,3.61,18.01,26.5,3.65,18.51,5.6,2.01,19.4,45.64,26.98,17.47,3.1,0.65,3.63,43.02,49.03,34.03,57.22,11.43,14.48,35.75,27.47,58.29,80.21,61.25,46.97,28.96,21.04,8.51,16.85,48.97,31.19,33.36,21.03,11.5,2.01,3.59,12.39,3.69,38.37,2.23,71.58,11.56,11.92,4.94
334663,M,45-54,8.49,6.3,8.96,4.56,31.25,0.32,12.02,31.61,0.26,3.67,29.99,37.15,26.98,17.04,4.97,1.14,3.83,38.57,57.85,44.11,60.44,18.45,12.23,45.42,32.62,65.32,83.92,64.74,54.16,38.78,27.32,14.89,15.95,54.73,23.01,33.06,24.32,14.07,3.25,6.88,9.44,4.77,42.81,2.67,15.37,34.34,39.4,10.89
573954,M,25-34,12.68,9.28,3.72,15.75,23.4,0.42,17.81,3.34,6.35,2.75,12.77,35.06,47.8,23.62,14.04,2.42,3.08,52.96,42.86,48.21,68.09,18.44,24.73,30.36,41.43,65.43,75.37,43.6,37.33,18.21,15.57,23.93,18.09,58.33,28.24,43.3,22.29,12.77,11.73,1.59,22.42,4.98,61.19,2.77,58.61,21.15,14.58,5.65
21127,F,25-34,10.14,8.49,1.8,6.01,16.67,0.12,23.42,8.53,3.75,4.02,28.51,37.95,18.56,17.64,5.45,3.81,3.36,55.57,41.23,47.96,73.94,8.87,25.71,29.82,38.15,68.01,79.85,54.63,42.31,24.59,17.39,16.46,20.58,61.08,22.05,38.25,19.03,12.21,4.14,4.6,17.04,7.27,53.61,1.41,41.07,26.41,20.96,11.55
167305,M,35-44,26.47,22.33,6.46,4.27,26.58,0.13,11.91,21.77,11.61,8.14,12.87,35.14,47.91,12.29,3.06,3.81,3.82,69.88,27.68,58.99,69.56,22.48,48.06,55.97,42.02,69.05,64.59,42.14,33.3,21.7,15.38,14.02,23.38,57.63,32.06,41.96,26.72,16.11,4.32,20.56,23.63,27.3,49.55,0.9,21.75,22.35,30.31,25.6
86602,F,25-34,14.59,23.15,9.3,11.26,35.69,0.03,15.86,6.76,1.66,3.42,11.29,29.2,55.98,22.57,10.83,12.05,5.32,50.16,49.11,56.94,74.08,25.19,25.03,35.89,45.33,65.4,71.65,48.6,37.1,17.83,15.25,27.19,22.47,54.55,29.63,43.65,21.72,18.14,11.74,8.67,43.78,15.67,66.3,0.5,36.27,26.43,27.56,9.73
844405,F,65-74,5.12,7.68,5.28,5.59,22.13,2.72,11.9,4.97,3.7,0.97,18.72,34.47,42.22,23.7,8.38,1.78,2.87,37.64,58.14,39.69,68.5,9.26,13.55,29.07,28.93,62.62,84.66,66.08,51.77,21.44,16.1,20.25,17.82,53.32,17.51,33.9,18.27,15.06,3.99,2.39,18.32,4.63,56.05,1.41,80.18,9.68,8.09,2.05
886097,O,55-64,4.67,6.41,11.8,3.81,29.19,25.23,3.47,13.87,3.16,1.56,16.42,35.57,43.46,21.52,3.55,0.78,4.06,41.39,55.41,33.7,56.41,15.28,5.57,35.97,25.1,60.64,84.67,63.85,47.7,27.83,20.35,14.76,17.29,43.43,20.33,32.17,22.67,14.5,4.62,3.64,11.67,4.85,41.27,2.16,68.25,13.91,14.28,3.56
544595,M,35-44,13.64,24.12,11.89,7.39,32.27,0.47,5.02,1.44,11.1,1.11,4.79,20.83,73.51,29.21,11.54,5.17,3.39,40.5,58.03,46.95,72.31,23.88,22.26,32.19,41.06,65.02,71.06,62.03,35.05,15.83,14.98,35.84,21.37,52.13,27.4,46.26,19.34,13.56,14.62,3.83,40.53,11.59,68.39,0.31,73.35,13.87,10.39,2.38
257912,F,35-44,9.82,8.83,9.69,3.56,32.49,0.47,10.21,20.12,6.08,6.32,13.89,30.71,51.77,19.77,6,1.75,5.58,36.29,61.46,46.59,65.19,18.9,16.48,44.47,34.2,64.7,66.23,51.59,37.45,20.53,16.1,22.54,20.3,54.76,26.12,35.75,28.14,14.58,10.68,6.35,17.97,4.44,48.95,0.89,68.25,18.56,11.23,1.96
895938,F,35-44,7.42,8.3,2.8,6.95,19.84,0.39,19.43,11.54,1.76,2.39,34.99,38.78,10.97,17.63,4.91,3.57,2.24,60.43,35.32,45.32,73.21,9.49,17.54,29.08,33.69,64.81,81.89,58.14,46.82,30.74,20.43,13.42,18.31,57.2,21.06,36.8,16.58,11.21,2.44,5.94,14.97,7.43,51.03,2.23,38.45,24.21,27.11,10.24
902402,F,25-34,28.17,16.43,4.92,11.47,37.89,0.01,18.82,8.29,6.47,1.38,14.4,37.42,44.86,14.49,8.52,6.84,6.48,39.35,59.81,69.53,81.3,19.81,57.12,47.16,50.16,73.69,73.7,54.81,39.34,26.96,19.32,16.14,19.35,69.94,33.53,45.45,25.58,17.26,7.29,8.93,22.24,16.77,65.23,0.71,33.08,30.44,28.44,8.04
366903,F,45-54,8.55,13.89,13.04,5.55,24.8,0.26,9.14,35.83,0.13,4.46,34.42,40.66,17.08,18.21,3.26,1.2,3.31,53.56,43.51,45.15,60.43,16.46,13.53,44.69,33.45,65.75,67.91,69.01,53.65,33.78,26.1,9.17,19.13,56.93,22.72,32.43,21.66,13.67,1.37,6.02,15.48,6.51,37.74,2.2,40.02,26.19,27.16,6.63
362593,O,65-74,4.83,5.48,10.54,3.32,21.27,42.34,2.48,12.29,3.83,0.54,17.13,43.49,35.92,16.94,2.94,0.58,3.82,37.31,58.76,31.76,59.29,10.29,6.44,40.58,25.78,61.34,84.39,73.43,54.13,31.5,19.09,12.28,15.11,48.15,18.98,32.11,21.64,14.61,3.26,2.66,10.58,3.82,40.06,1.73,82.87,8.11,7.65,1.37
888483,M,25-34,14.54,16.58,8.47,13.53,36,0.13,9.98,3.01,8.97,1.47,5.44,28.35,64.83,26.38,17.21,5.3,3.95,46.29,51.31,55.07,74.3,21.5,28.09,32.03,43.68,63.02,65.7,41.72,31.27,13.7,13.67,28.95,19.71,56.12,30.04,44.61,25.55,15.28,18.15,3.18,43.86,6.44,68.46,1.05,68.77,15.1,9.37,6.76
790452,O,25-34,12.01,18.58,8.64,8.31,29.44,0.56,11.56,4.02,10.37,1.42,9,26.25,62,26.23,13.11,5.18,3.8,37.05,58.17,46.39,66.75,18.49,21.11,31.15,40.78,63.97,64.84,46.34,34.93,15.06,13.17,25.38,23.1,56.48,28.19,42.91,21.32,15.07,9.4,4.01,41.78,7.57,63.62,1.14,80.63,10.7,7.5,1.16
847506,F,55-64,2.85,6.73,6,3.14,18.31,5.29,10.49,35.79,0.37,8.86,34.01,33.23,19.75,23.99,3.71,0.84,2.04,39.73,57.86,27.53,50.45,12.64,4.84,35.37,25.36,57.95,82.82,63.54,53.66,30.56,21.34,13.69,21.29,51.02,18.37,28.3,20.08,9.88,2.12,3.51,6.62,4.84,33.99,0.87,71.54,15.64,10.15,2.67
112421,M,45-54,4.52,7.04,5.8,8.73,27.57,0.08,22.79,16.55,0.12,3.15,37.47,38.3,17.13,22.3,6.96,3.58,2.79,45.37,53.18,48.72,75.34,11.63,12.26,32.7,32.39,63.16,86.31,70.67,58.16,31.62,25.19,18.53,16.31,61.24,18.41,34.33,18.8,14.65,2.38,6.35,14.4,4.35,53.7,0.98,14.39,35.39,41,9.22
819655,M,18-24,31.15,14.32,1.3,5.8,13.37,0.02,21.22,4.39,37.9,1.9,12.59,64.88,20.57,10.54,7.44,3.82,7.19,27.35,72.5,72.71,80.64,14.61,83.65,54.09,45.18,67.1,72.19,57.1,35.85,22.19,14.49,18.96,18.59,73.53,31.03,47.76,23.52,14.43,13.08,6.47,21.75,16.76,68.26,0.12,55.61,31.55,10.99,1.85
947934,F,35-44,13.48,8.22,2.64,7.49,17.21,0.06,21.79,14.69,3.08,4.4,29.6,40.12,15.71,18.72,6.18,3.75,3.62,53.19,42,45.66,73.73,10.09,26.41,34.61,39.5,60.08,74.48,57.12,42.73,23.49,16.81,16.79,19.74,59.49,26.34,38.21,17.11,11.02,3.06,5.22,16.76,6.26,57.94,1.5,31.59,29.78,25.04,13.6
937257,F,25-34,4.69,7.19,3.87,1.35,9.35,23.13,5.94,13.39,7.52,4.86,32.25,35.31,8.19,13.65,2.32,0.87,2.48,60.79,31.26,31.77,57.48,9.46,6.68,36.75,27.15,57.37,62.91,61.5,45.48,29.84,19.2,8.59,19.87,47.74,20.72,30.95,17.01,9.13,3.14,4.06,8.82,3.24,31.32,2.83,33.08,26.1,28.23,12.58
916619,M,25-34,31.58,20.09,9.93,10.03,41.58,0.01,13.35,9.08,5.46,1.5,10.87,36.01,50.75,17.04,8.66,3.65,7.68,35.42,64.14,70.21,81.5,28.52,57.96,47.95,45.54,73.75,71.14,57.61,39.22,17.58,17.37,19.86,24.28,69.82,36.72,50.88,26.71,17.67,12.93,7.94,29.65,16.97,68.62,0.38,36.54,21.41,32.56,9.49
905575,F,25-34,5,6.2,0.94,3,9.3,0.21,16.21,8.44,2.7,3.51,27.56,37.53,13.51,18.86,5.24,3.63,2.16,56.63,34.65,38.38,70.04,6.77,17.08,31.42,33.2,61.43,80.29,62.47,46,28.66,19.63,17.32,17.19,57.14,21.72,34.62,17.16,9.93,3.19,2.94,9.61,5.09,52.3,2.6,52.69,22.19,17.79,7.33
476584,F,65-74,1.64,5.81,3.08,5.46,10.2,56.61,3.85,3.91,1.29,0.22,22.58,39.83,26.24,26.62,3.66,1.63,1.87,50.99,33.42,23.59,56.21,4.2,3.67,20.91,21.32,52.91,86.9,69.75,55.15,22.08,15.43,10.5,17.31,44.94,14.18,29.88,12.88,11.69,0.69,1.18,14.02,3.27,42.19,4.98,54.5,21.17,20.52,3.81
425278,M,65-74,1.19,2.76,3.56,1.62,7.06,77.37,1.92,7.36,0.52,0.1,26.77,40.85,18.63,22.39,2.12,0.37,3.28,42.11,53.45,17.56,46.58,5.89,1.1,25.7,16.13,52.04,87.45,67.05,53.77,23.52,17.76,9.75,17,39.71,14.91,27.72,17.69,11.44,1.16,1.17,7.98,1.32,31.77,2.76,95.13,2.71,2.01,0.15
372465,F,18-24,14.73,22.35,9.47,8.91,42.53,0.07,9.17,3.47,9.11,0.8,7.64,35.04,56.68,19.45,7.99,4.5,6.66,30.58,68.58,60.69,77.42,18.61,39.3,49.89,38.3,71.48,80.37,72.77,48.01,29.27,21.71,29.91,15.62,64.04,25.07,43.9,26.01,21.38,11.33,5.57,25.34,17.35,69.29,0.43,63.59,15.44,16.61,4.36
965258,F,45-54,9.88,8.08,11.63,4.79,33.05,0.13,10.55,28.27,0.16,4,23.9,33.83,38.03,19.48,3.83,1.13,5.11,40.42,58.2,45.28,59.4,16.53,16.28,43.71,34.63,68.28,84.44,67.46,52.44,30.74,25.84,16.31,19.07,55.11,22.72,33.75,26.15,16.32,3.58,5.68,13.05,6.32,42.62,0.93,38.68,25.53,29.35,6.45
844053,F,65-74,4.31,4.52,7.49,4.04,16.7,26.14,5.18,32.84,1.7,2.72,21.48,48.17,16.05,16.9,2.32,0.65,3.71,46.91,45.21,37.08,64.84,12.38,8.7,38.12,28.08,55.42,79.65,66.66,48.23,30.56,20.11,7.29,21.12,50.06,21.35,33.04,19.83,13.01,2.79,3.91,7.98,3.96,34.85,3.55,65.1,16.56,14.91,3.44
390296,M,55-64,3.34,9.33,18.09,4.86,19.87,12.66,2.67,29.82,0.93,3.59,13.87,38.57,41.25,33.15,2.67,0.45,3.52,32.84,64.36,29.9,48.4,13.2,5.81,30.76,23.31,63.34,79.59,67.98,49.16,17.22,19.97,10.44,32.66,44.84,15.59,29.48,22.45,14.65,2.24,2.89,17.55,4.02,36.19,1.98,79.64,10.28,8.51,1.57
861051,O,65-74,1.33,3.99,2.9,5.27,12.63,34.73,7.91,5.74,0.84,0.54,29.77,38.7,15.79,27.17,5.53,2,1.5,51.61,32.72,23.41,56.43,4.87,2.83,15.96,20.06,52.81,84.8,61.9,50.26,24.11,16.3,12.58,16.46,46.33,13.81,30.13,13.55,9.57,0.97,1.59,14.66,1.59,42.51,4.75,84.13,7.73,6.29,1.85
501389,O,35-44,8.29,13.42,4.32,9.15,30.49,0.07,13.46,12.78,1.59,6.11,19.91,46.92,25.57,16.78,7.58,6.76,2.24,54.17,31.18,47.3,68.7,9.91,25.24,40.3,36.5,62.44,71.9,53.57,44.16,17.1,19.3,14.39,17.75,64.22,23.71,37.57,19.85,10.75,1.23,7.11,17.7,11.95,58.89,4.3,70.31,11.7,10.5,7.49
846032,F,45-54,9.42,5.82,6.62,5.26,25.69,0.15,12.22,39.95,0.1,4.03,33.84,39.33,19.33,15.22,3.45,1.24,4.55,42.22,56.13,48.12,65.74,16.11,15.69,45.77,35.95,64.42,85.56,65.03,55.42,41.32,27.74,11.39,15.56,57.5,22.72,33.12,24.27,14.27,2.22,6.15,8.72,5.4,38.68,1.02,30.84,30.41,27.69,11.06
698240,F,18-24,1.92,3.53,5.31,1.59,9.94,66.97,1.92,9.97,1.36,0.38,25.16,40.06,22.52,20.78,2.13,0.61,4.13,35.19,60.83,24.74,48.93,9.64,2.53,30.69,20.27,55.9,87.06,71.08,53.52,29.62,17.72,10.68,15.04,41.91,17.08,29.39,18.12,11.77,4.5,1.66,6.59,2.55,31.69,1.68,59.57,15.91,19.92,4.6
620340,M,45-54,7.3,8.02,8.84,9.05,31.96,1.44,9.48,8.93,2.6,0.98,16.29,42.19,38.37,20.03,9.29,1.93,3.83,37.5,61.59,44.25,71.85,12.88,17.79,33.7,32.18,67.78,84.95,68.56,54.49,25.17,19.92,15.58,15.44,56.73,20.41,36.92,21.82,14.9,5.1,3.8,17.19,4.46,56.77,0.53,43.68,22.93,27.66,5.73
982424,M,75+,1.13,2.9,0.78,1.86,3.99,58.43,3.37,2.9,1.53,0.32,30.61,31.78,9.53,21.28,4.31,2.45,1.7,43.29,25.84,18.06,45.28,2.93,2.48,15.76,18.35,42.9,86,52.78,48.29,21.23,13.16,7.46,16.15,42.32,14.85,29.16,9.73,6.67,1.14,0.96,9.37,2.19,36.54,4.71,84.62,7.58,6.16,1.64
756612,F,55-64,6.59,8.74,13.55,3.22,28.51,10.18,4.47,12.7,9.96,3.63,12.61,35.69,48.8,21.81,3.8,0.97,4.34,34.68,63.25,40.86,61.09,17.69,11.17,41.78,28.69,62.76,81.78,67.36,46.03,23.65,19.68,19.62,19.35,51.94,23.34,34.73,25.27,15.98,5.57,4.15,14.16,6.12,46.15,1.02,66.76,13.07,15.88,4.29
719845,F,35-44,16.82,11.72,6.64,13.58,34.41,0.01,19.59,14.24,1.09,1.87,22.98,42.05,27.23,18.93,6.87,4.49,2.97,60.28,36.68,58.03,77.21,16.85,31.06,35.89,42.54,71.56,79.12,62.52,43.69,31.48,23.49,18.23,19.07,64.74,28.08,41.52,20.19,14.33,2.58,8.1,22.3,10.59,61.47,2.43,29.03,23.91,32.11,14.94
334465,M,45-54,2.44,5.37,4.49,8.28,20.69,11.37,11.98,10.33,0.84,1.27,26.76,35.11,27.53,26.53,7.73,2.28,2.86,42.14,52.89,27.87,63.57,6.81,6.13,20.85,25.61,57.04,83.2,63.97,53.29,24.67,16.26,12.15,15.65,49.61,15.95,30.45,16.31,11.81,4.24,3.13,15.84,2.13,47.81,1.59,76.16,12.92,9.12,1.81
389537,F,55-64,3.7,8.33,11.31,8.65,45.01,1.64,8,3.69,0.75,0.89,12.95,31.68,54.26,26.5,11.64,3.01,2.64,39.24,58.41,39.18,67.43,10.42,9.25,29.48,28.11,64.64,87.76,71.4,55.11,24.37,22.41,26.44,14,53.31,17.36,34.22,23.44,17.78,4.59,4.3,20.94,3.58,59.22,1.47,65.41,21.26,11.22,2.11
889856,M,35-44,10.84,14.29,3.41,2.83,13.86,0.52,9.94,31.23,13.33,13.34,19.6,45.09,16.21,14.11,2.58,1.81,2.45,56.76,33.31,43.88,64.41,14.99,25.47,47.3,34.78,61.06,38.22,41.48,27.99,20.7,13.79,9.16,26.78,56.89,29.65,36.3,21.95,11,2.49,5.12,16.97,7.68,40.46,3.24,84.53,11.14,3.78,0.55
901892,M,75+,0.87,2.71,1.7,2.48,5.36,74.5,2.48,2.52,1.09,0.12,26.9,37.11,13.46,26.08,4.51,1.39,1.19,45.69,16.86,15.59,43.25,3.11,1.43,13.46,14.09,40.04,84.77,60.66,47.98,17.92,12.2,9.26,16.5,37.67,12.75,29.08,8.62,6.64,0.81,0.83,13.5,1.3,40.04,8.14,96.1,2.53,1.1,0.26
638730,M,55-64,6.77,8.88,15.87,5.34,22.94,6.99,4.97,28.25,1.78,4.55,17.07,40.26,37.05,22.74,2.94,0.58,3.8,34.92,62.38,39.67,57.77,17.05,11.64,42.03,28.73,63.5,80.19,66.36,51.38,20.75,20.24,11.61,27.42,52.7,22.14,34.79,22.5,15.88,2.96,3.7,14.2,6.17,39.26,1.71,64.83,14.1,16.79,4.28
263740,M,65-74,0.91,3.21,2.35,2.17,6.59,80.62,2.05,1.66,0.79,0.04,19.7,36.79,32.83,29.78,5.01,1.04,2.01,54.25,33.64,17.1,54.41,3.61,1.54,14.58,17.31,49.89,90.41,72.69,55.22,18.77,14.8,12.48,14.95,38.19,13.33,28.02,14.04,11.35,0.84,0.55,14.31,1,44.43,4.26,97.06,2.03,0.79,0.12
967194,F,55-64,3.82,7.17,7.57,8.55,30.99,5.89,14.01,6.78,0.72,2.37,14.51,11.57,70.53,38.53,12.44,3.9,2.64,55.87,33,28.37,52.71,11.11,7,22.62,29.93,57.31,86.58,53.33,48.95,20.96,19.1,24.19,18.66,47.72,19.13,35.46,20.74,13.89,4.08,13.57,20.72,2.71,54.77,2.38,42.04,22.55,22.69,12.71
43482,M,65-74,1.42,4.83,2.22,4.87,7.38,53.86,5.87,6.35,0.53,0.29,31.56,35.21,8.51,23.31,3.75,1.52,1.95,51.6,37.32,22.44,57.95,3.66,3.16,16.58,21.59,53.9,77.49,58.73,52.23,21.33,14.42,6.47,20.28,45.58,13.43,28.74,11.84,8.99,2.04,1.57,13.69,1.93,32.98,3.58,33.91,25.01,30.84,10.24
